ID,y
1,80.62801171487082
2,95.57507533746475
3,85.57305014536362
4,80.55029569490318
5,108.80985663644788
8,91.50993785607454
10,108.7869131407509
11,93.84826755647008
12,114.1293844649908
14,93.81689210130314
15,114.1293844649908
16,111.01047499962759
17,94.62778196499744
19,93.81689210130314
20,103.09655389329144
21,94.71573375326949
22,114.28233868388864
23,94.62778196499744
26,93.48186917621068
28,93.61587731279377
29,94.62778196499744
33,94.62778196499744
35,93.70272602404715
41,94.62778196499744
42,93.3334498580055
43,111.58279088432705
45,100.60816307368307
46,101.92527959002167
51,94.01613093237304
53,79.71500737308683
55,110.20756933963226
56,93.81689210130314
57,110.49525946553553
58,93.81689210130314
59,102.18902785985924
63,110.08022051276525
64,94.0138326278245
65,103.38681963474936
69,93.76413363157431
71,93.81689210130314
72,101.20763838803397
73,94.01613093237304
76,102.18902785985924
77,101.27891469632671
78,114.27939471183963
82,94.01613093237304
83,103.38681963474936
84,93.91178238996743
85,101.92793963577202
87,110.20801350448873
88,94.62778196499744
89,110.1383951923665
91,93.8590239202386
93,94.0138326278245
94,102.92403617138253
95,93.37965593892896
96,109.51441642853104
97,93.3334498580055
98,110.05461512073443
99,93.66208339371724
101,101.92793963577202
103,110.1383951923665
104,93.6686357825226
105,110.22921427643128
110,94.0138326278245
111,109.97450370707257
113,110.16610341362608
114,93.81281783931513
115,123.35385326693219
117,110.1383951923665
120,93.86557630904396
121,110.05461512073443
122,93.53039038452685
123,110.35927298339074
126,110.20474265903187
132,112.10933287859929
135,103.60347283723924
137,102.27487397868131
138,93.81689210130314
140,93.81689210130314
142,111.45007841033024
144,110.42279978289739
148,93.42834014666978
149,111.09915174223833
155,93.3334498580055
156,110.19751053442029
157,93.3334498580055
162,110.18144796270718
163,93.76413363157431
167,93.86557630904396
172,111.58279088432705
179,110.44335892634687
180,93.30953353669038
181,110.06808485659171
182,94.0138326278245
183,110.1383951923665
185,110.1383951923665
187,110.17992362083328
188,94.01613093237304
189,93.96337246264422
191,93.86557630904396
192,110.00195424133257
193,94.0138326278245
194,110.06808485659171
195,93.61587731279377
196,110.31558681029918
198,93.66224729414343
199,110.19751053442029
201,102.99710942787972
204,93.81689210130314
205,107.83281711678632
206,94.0138326278245
210,93.91178238996743
211,101.92793963577202
216,110.31124307145268
219,114.1293844649908
220,93.76413363157431
221,110.06808485659171
226,110.06808485659171
227,93.76352607118689
228,110.58392920273695
230,110.07298838815368
231,93.3334498580055
235,114.28233868388864
236,93.71484186344607
238,110.05897709202127
242,102.2537226040425
243,93.84618863257528
244,79.70442155691771
245,113.37248924491993
247,110.06808485659171
248,93.48109861639861
249,93.28415808987725
250,111.94754966952327
251,93.71484186344607
253,114.28233868388864
254,93.61587731279377
256,93.96107415809567
257,93.42834014666978
258,111.02739259090059
259,93.66208339371724
262,80.12331959923816
266,93.6686357825226
267,110.20360888440045
272,101.92793963577202
273,110.1383951923665
275,93.53039038452685
276,113.09546402431127
279,93.91178238996743
280,103.38681963474936
283,93.6686357825226
285,110.42997053007693
288,110.1383951923665
289,93.91178238996743
290,103.07446168238648
291,93.91178238996743
292,109.80898132937017
293,110.17992362083328
296,93.53039038452685
297,109.9797762721712
298,114.27939471183963
299,94.01613093237304
304,93.6686357825226
305,80.93678954985485
306,94.0138326278245
307,110.06808485659171
311,107.42508031550406
313,110.06808485659171
314,93.61587731279377
316,93.71484186344607
324,93.71484186344607
327,93.91178238996743
329,93.6686357825226
330,110.06808485659171
337,102.75535008749594
338,94.0138326278245
339,102.91281607556704
340,94.0138326278245
343,93.28415808987725
345,114.1293844649908
346,93.38620832773432
347,110.17750458089594
349,108.72803903379874
350,93.81281783931513
352,110.08512404432722
353,93.81281783931513
354,79.88525956043927
357,93.80642935093596
358,110.15455171273243
362,110.12567017250625
364,111.68545021957686
365,101.81077607424015
366,93.66224729414343
367,110.05603954769751
368,93.81689210130314
370,79.64497020138612
373,94.0138326278245
377,93.60304202513045
378,110.05206925167776
382,102.59394969760793
384,110.58392920273695
390,93.35573961761385
392,110.05461512073443
393,110.91861315534004
395,94.14725832084851
396,103.16189435025092
399,79.52147809248315
406,110.06808485659171
408,110.06808485659171
409,93.6686357825226
410,79.64497020138612
412,110.19413134473223
413,93.23139962014842
419,93.37965593892896
420,110.19269735013766
421,93.23139962014842
430,108.26784015644033
434,94.01613093237304
436,93.71484186344607
437,93.81689210130314
438,93.23139962014842
439,110.05897709202127
440,93.91178238996743
443,110.16787831193908
446,93.81689210130314
448,93.43241440865779
452,94.0138326278245
453,102.33286147352071
457,102.96709423331221
458,94.0138326278245
459,110.67336442723862
460,102.27324606559176
462,102.33286147352071
464,101.81077607424015
465,114.1293844649908
467,114.94495778077963
471,110.04046698261148
472,80.08894341756373
473,93.46123250563406
475,93.81689210130314
480,93.81689210130314
488,109.42670873923618
490,110.06808485659171
491,102.33286147352071
492,80.8665029913951
493,93.96107415809567
497,93.23139962014842
498,110.0540735604593
499,93.50578549752579
500,102.52841727622786
501,94.0138326278245
502,110.22921427643128
506,79.56692568285304
510,110.0782609532523
511,93.6686357825226
512,93.6686357825226
516,93.23139962014842
518,93.46123250563406
519,109.91462509540537
521,93.28415808987725
522,112.16913868159796
526,110.04247946456088
529,93.91178238996743
532,110.04247946456088
533,93.73140517303622
536,110.23411780799324
537,102.63976532437205
539,94.01613093237304
540,102.33286147352071
541,93.81689210130314
543,93.96337246264422
546,110.05265556122147
547,93.56019705628636
548,79.91036183793187
551,93.96107415809567
552,102.54810145765028
556,102.02601605836972
557,94.0138326278245
558,110.05603954769751
559,94.0138326278245
560,112.34929670874743
562,112.23875372460652
566,93.56019705628636
570,110.0540735604593
571,93.81689210130314
572,103.35680444018185
573,94.01613093237304
575,114.1293844649908
576,110.36085343495039
577,93.81281783931513
579,93.30953353669038
580,110.02979608253584
581,112.10933287859929
589,110.06808485659171
591,102.00991167432713
593,93.91178238996743
594,101.20135498363777
595,94.14725832084851
598,93.80642935093596
602,109.67911356790384
604,110.55999338273068
606,110.2215799077833
608,93.66224729414343
609,102.33286147352071
610,94.01613093237304
616,110.04247946456088
617,93.45302702779696
618,102.06872012286821
620,102.33286147352071
622,110.07298838815368
623,93.42834014666978
624,118.99718042245614
626,110.06808485659171
628,110.20360888440045
629,93.86557630904396
630,110.07298838815368
637,93.81689210130314
638,103.23547123663386
643,93.76413363157431
645,93.81689210130314
646,112.6647164527969
648,94.0138326278245
652,93.56019705628636
653,93.81689210130314
654,110.0540735604593
656,110.02690689947485
657,93.6686357825226
659,93.48170617678603
660,102.33286147352071
663,93.85274102138064
664,110.08316448481426
666,103.1504884314442
668,109.65396616052561
669,93.53446464651486
671,93.80477626190422
675,93.23139962014842
677,93.71484186344607
678,113.37248924491993
679,104.52913862052776
682,93.76413363157431
685,102.61329834172128
687,93.81689210130314
688,93.6686357825226
693,109.928185178542
696,93.91178238996743
698,93.42911070648185
701,93.53446464651486
704,102.39805835759171
705,113.4901139388992
709,110.15455171273243
710,93.80642935093596
711,102.52751801757094
712,93.81689210130314
714,110.22921427643128
715,93.6686357825226
716,110.06808485659171
717,93.76413363157431
720,114.1293844649908
721,93.86557630904396
724,101.78236713824552
725,93.81689210130314
726,109.77864964990258
728,108.55412012793943
731,93.86557630904396
734,102.39805835759171
738,93.81689210130314
745,109.86603199761545
746,93.6686357825226
751,79.8579279626924
754,93.6686357825226
756,93.51399097536289
758,93.81689210130314
759,112.62662693407738
761,114.19862534259111
766,93.85918782066479
767,109.70617297715911
768,93.42834014666978
769,111.00745369139999
770,93.96107415809567
771,80.8665029913951
772,102.39805835759171
773,93.96107415809567
774,109.73843954547431
776,110.58392920273695
777,93.75713758280772
780,111.58279088432705
782,102.39805835759171
787,102.07533799504806
788,94.01613093237304
792,93.42834014666978
793,110.20360888440045
798,93.76413363157431
800,93.23139962014842
806,110.06808485659171
809,110.42279978289739
811,110.82440976955436
812,93.81281783931513
814,114.1293844649908
816,102.54860359753802
817,94.0138326278245
818,106.7625309057944
820,109.83832377635588
823,94.0138326278245
829,93.30953353669038
830,112.04247061582727
831,93.23139962014842
834,109.71590445931801
839,93.81689210130314
841,82.48935993725513
844,102.39805835759171
845,94.01613093237304
848,93.6686357825226
850,93.71484186344607
851,102.39805835759171
852,93.37965593892896
854,93.37965593892896
855,94.0138326278245
856,101.86787245140636
859,102.09121294244072
861,109.73843954547431
864,93.96107415809567
865,109.73843954547431
866,93.6686357825226
867,93.86557630904396
869,93.81689210130314
871,93.81281783931513
872,110.06808485659171
882,102.07533799504806
883,94.01613093237304
885,94.0138326278245
888,93.91178238996743
893,110.06808485659171
901,113.37248924491993
903,102.39805835759171
904,93.45302702779696
905,102.61329834172128
910,93.81689210130314
911,109.67911356790384
914,110.23411780799324
918,114.23973470246649
921,93.23139962014842
928,93.96107415809567
929,102.61329834172128
932,93.81689210130314
933,102.69359991623465
934,93.81689210130314
935,110.04247946456088
937,79.70231609600471
939,94.01613093237304
940,101.90129733057705
941,93.96107415809567
942,102.61329834172128
943,93.45302702779696
944,102.39805835759171
947,110.06808485659171
949,110.30112852996113
951,109.73052986951724
952,94.04520808299144
953,102.39805835759171
954,80.02517429262545
957,110.42279978289739
959,93.23139962014842
960,112.5403115979789
963,114.1293844649908
965,110.06808485659171
967,102.61329834172128
971,93.96107415809567
972,80.23111457363962
973,93.53116094433892
974,110.58392920273695
975,94.0138326278245
978,113.7025648712658
980,110.08022051276525
981,93.64996755431832
984,110.09918719644953
986,93.81689210130314
988,93.42834014666978
989,109.66354100281781
990,102.02327056515838
992,113.37248924491993
996,93.81689210130314
999,110.56954813150676
1000,94.0138326278245
1001,109.73843954547431
1002,93.23139962014842
1003,110.58392920273695
1004,93.23139962014842
1008,109.87703387915758
1009,93.53446464651486
1010,104.1736578533571
1012,112.20576275529953
1013,93.61587731279377
1014,114.36100117413076
1015,93.81281783931513
1016,114.1293844649908
1019,93.65817303215542
1020,110.0782609532523
1021,93.81689210130314
1022,102.61329834172128
1024,93.81689210130314
1025,79.74522096891182
1027,93.66224729414343
1028,102.39805835759171
1029,93.73140517303622
1030,93.66224729414343
1033,110.58392920273695
1036,93.56658554466553
1037,110.0540735604593
1038,93.6686357825226
1042,94.01613093237304
1043,102.80885414442842
1044,93.57220525466124
1045,109.71590445931801
1047,110.7378135481144
1050,93.96337246264422
1051,110.06808485659171
1054,94.0138326278245
1056,93.64996755431832
1057,94.01613093237304
1059,93.91178238996743
1062,102.74342537240027
1063,102.39805835759171
1064,93.64996755431832
1066,93.96107415809567
1070,102.39805835759171
1076,109.12439705910812
1077,111.6735860542913
1078,109.51441642853104
1080,110.41789625133542
1082,108.53499403520541
1083,93.91178238996743
1089,108.91398064978067
1091,93.91178238996743
1093,93.81689210130314
1097,93.45302702779696
1099,93.71076760145806
1101,93.81689210130314
1103,94.0138326278245
1104,109.73843954547431
1106,109.3026335771752
1109,93.61587731279377
1110,110.06808485659171
1111,93.81689210130314
1112,110.31920257032868
1114,94.01613093237304
1116,93.76413363157431
1117,110.48884056571274
1120,93.6686357825226
1124,110.23411780799324
1125,93.3334498580055
1126,110.02979608253584
1134,110.04247946456088
1137,93.28415808987725
1138,110.22921427643128
1144,110.06808485659171
1145,94.14725832084851
1146,93.61587731279377
1148,94.0138326278245
1150,93.6686357825226
1152,102.39805835759171
1153,93.81689210130314
1154,101.92001332954928
1155,94.01613093237304
1157,93.61587731279377
1162,94.01613093237304
1165,110.42279978289739
1166,93.48170617678603
1167,102.61329834172128
1168,93.81689210130314
1169,102.09121294244072
1171,114.28233868388864
1172,94.0138326278245
1173,102.09121294244072
1174,93.96107415809567
1176,94.0138326278245
1177,102.61329834172128
1178,93.80642935093596
1182,110.19751053442029
1186,93.81689210130314
1187,110.20768663108088
1188,93.28415808987725
1189,111.58279088432705
1191,102.39805835759171
1192,94.01613093237304
1197,110.19260700285832
1198,93.81281783931513
1200,80.09483816837098
1201,94.0138326278245
1203,93.96107415809567
1209,114.1293844649908
1214,103.37130989171582
1218,112.19749425078483
1222,93.6686357825226
1226,93.76413363157431
1228,93.96107415809567
1230,93.35918226777699
1232,79.86506229600712
1233,94.3621236790041
1236,110.67336442723862
1238,93.80642935093596
1241,110.06808485659171
1244,103.23369551227555
1246,93.6686357825226
1247,110.22464026832502
1250,110.2885394702089
1251,93.81281783931513
1254,114.36786426520568
1255,93.96107415809567
1256,109.26492203363118
1257,93.3334498580055
1258,93.86557630904396
1259,110.06808485659171
1260,94.0138326278245
1263,110.06808485659171
1267,79.79918771015585
1268,109.30801406457273
